sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-14 03:09:14.554920,2025-02-14 03:09:15.050779,1739473754.55492,1739473755.050779,3.554703,4.050562,0.49586,5,8,325,476,65,64,65,52,65.0,59.5,5243.414,7679.585,65,60,13,12,13,0,13.0,7.5,0.0001735091209411621,0.07083702087402344,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.044,0.0,0.0,8.9e-05,0.007329
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:14.558824,2025-02-14 03:09:15.046764,1739473754.558824,1739473755.046764,3.558607,4.046547,0.487941,8,11,520,668,65,64,65,52,65.0,60.727,8525.624,10952.148,104,96,13,12,13,0,13.0,8.727,0.0002605574471609933,0.048793983459472653,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.041,0.0,0.0,0.000109,0.004628
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:14.600877,2025-02-14 03:09:15.046821,1739473754.600877,1739473755.046821,3.60066,4.046604,0.445945,18,15,1083,933,65,65,52,52,60.167,62.2,19428.402,16737.487,147,153,13,13,0,0,8.167,10.2,0.026190365062040442,0.028715848922729492,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.198,0.2,0.0,0.0,0.031181,0.02887
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:15.200930,2025-02-14 03:09:15.642830,1739473755.20093,1739473755.64283,4.200713,4.642613,0.441901,18,15,1083,933,65,65,52,52,60.167,62.2,19606.211,16890.67,147,153,13,13,0,0,8.167,10.2,0.025988340377807617,0.0286329984664917,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.199,0.2,0.0,0.0,0.030927,0.028672
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:15.505324,2025-02-14 03:09:16.005134,1739473755.505324,1739473756.005134,4.505107,5.004917,0.499811,10,14,650,860,65,64,65,52,65.0,61.429,10403.928,13765.197,130,132,13,12,13,0,13.0,9.429,0.05542778968811035,0.038446939908541165,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.786,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.001,0.495,0.0,0.0,0.000275,0.041459
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-14 03:09:15.509456,2025-02-14 03:09:16.008043,1739473755.509456,1739473756.008043,4.509239,5.007826,0.498588,10,13,650,796,65,64,65,52,65.0,61.231,10429.45,12772.065,130,120,13,12,13,0,13.0,9.231,0.05537001291910807,0.04153958956400553,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.769,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.496,0.0,0.0,0.000183,0.04537
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:15.800305,2025-02-14 03:09:16.246826,1739473755.800305,1739473756.246826,4.800088,5.246609,0.446522,18,15,1083,933,65,65,52,52,60.167,62.2,19403.297,16715.86,147,153,13,13,0,0,8.167,10.2,0.026265943751615638,0.028733491897583008,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.2,0.2,0.0,0.0,0.031083,0.028681
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:16.005454,2025-02-14 03:09:16.505320,1739473756.005454,1739473756.50532,5.005237,5.505103,0.499867,6,7,390,436,65,64,65,52,65.0,62.286,6241.66,6977.856,78,72,13,12,13,0,13.0,10.286,0.0002500057220458984,0.08329268296559651,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.857,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.499,0.0,0.0,0.000118,0.078204
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-14 03:09:16.050770,2025-02-14 03:09:16.511199,1739473756.05077,1739473756.511199,5.050553,5.510982,0.46043,5,7,325,424,65,64,65,52,65.0,60.571,5646.896,7367.027,65,60,13,12,13,0,13.0,8.571,0.0005170106887817383,0.0766831636428833,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000251,0.000222
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:16.400543,2025-02-14 03:09:16.842902,1739473756.400543,1739473756.842902,5.400326,5.842685,0.44236,18,15,1083,933,65,65,52,52,60.167,62.2,19585.859,16873.136,147,153,13,13,0,0,8.167,10.2,0.026007876676671645,0.028643642153058733,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.199,0.2,0.0,0.0,0.030745,0.028761
