sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label
02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:47.329603,2025-02-13 16:39:47.329603,1739435987.329603,1739435987.329603,51.885275,51.885275,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:47.329926,2025-02-13 16:39:47.329926,1739435987.329926,1739435987.329926,51.885598,51.885598,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:15,02:42:c0:a8:00:2a,02:42:c0:a8:00:15,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:47.335020,2025-02-13 16:39:47.335020,1739435987.33502,1739435987.33502,51.890692,51.890692,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:16,02:42:c0:a8:00:2a,02:42:c0:a8:00:16,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:47.335340,2025-02-13 16:39:47.335340,1739435987.33534,1739435987.33534,51.891012,51.891012,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:17,02:42:c0:a8:00:2a,02:42:c0:a8:00:17,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:47.335685,2025-02-13 16:39:47.335685,1739435987.335685,1739435987.335685,51.891357,51.891357,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:29,02:42:c0:a8:00:2a,02:42:c0:a8:00:29,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:47.344762,2025-02-13 16:39:47.344762,1739435987.344762,1739435987.344762,51.900434,51.900434,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:2a,02:42:c0:a8:00:2b,02:42:c0:a8:00:2a,02:42:c0:a8:00:2b,,,ARP,2025-02-13 16:39:47.345230,2025-02-13 16:39:47.345230,1739435987.34523,1739435987.34523,51.900902,51.900902,1e-06,0,1,0,42,,42,,42,,42.0,0.0,336000000.0,0,38,,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:47.548345,2025-02-13 16:39:48.048203,1739435987.548345,1739435988.048203,52.104017,52.603875,0.499859,8,11,520,668,65,64,65,52,65.0,60.727,8322.349,10691.017,104,96,13,12,13,0,13.0,8.727,0.000308990478515625,0.04998579025268555,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.042,0.0,0.0,0.000191,0.004741,1,mitm,0,Normal
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:39:47.552275,2025-02-13 16:39:48.048203,1739435987.552275,1739435988.048203,52.107947,52.603875,0.495929,5,8,325,476,65,64,65,52,65.0,59.5,5242.685,7678.518,65,60,13,12,13,0,13.0,7.5,0.0002789497375488281,0.07084686415536064,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.04,0.0,0.0,0.000127,0.0068,1,mitm,0,Normal
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:47.600719,2025-02-13 16:39:48.048208,1739435987.600719,1739435988.048208,52.156391,52.60388,0.44749,18,15,1083,933,65,65,52,52,60.167,62.2,19361.326,16679.701,147,153,13,13,0,0,8.167,10.2,0.02632288371815401,0.028826066425868442,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.199,0.2,0.0,0.0,0.030941,0.029362,1,mitm,0,Normal
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:48.200248,2025-02-13 16:39:48.648337,1739435988.200248,1739435988.648337,52.75592,53.204009,0.44809,18,15,1083,933,65,65,52,52,60.167,62.2,19335.406,16657.372,147,153,13,13,0,0,8.167,10.2,0.026345056646010456,0.028901781354631697,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.205,0.203,0.0,0.0,0.031139,0.029244,1,mitm,0,Normal
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:48.504515,2025-02-13 16:39:48.548351,1739435988.504515,1739435988.548351,53.060187,53.104023,0.043837,8,10,520,616,65,64,65,52,65.0,61.6,94896.752,112416.152,104,96,13,12,13,0,13.0,9.6,0.0003295625959123884,0.0048706796434190534,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.041,0.0,0.0,0.000173,0.004721,1,mitm,0,Normal
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:39:48.507362,2025-02-13 16:39:48.552245,1739435988.507362,1739435988.552245,53.063034,53.107917,0.044884,5,7,325,424,65,64,65,52,65.0,60.571,57927.084,75572.566,65,60,13,12,13,0,13.0,8.571,0.00045746564865112305,0.007480502128601074,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.043,0.0,0.0,0.000231,0.007296,1,mitm,0,Normal
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:48.802191,2025-02-13 16:39:49.244350,1739435988.802191,1739435989.24435,53.357863,53.800022,0.44216,18,15,1083,933,65,65,52,52,60.167,62.2,19594.72,16880.77,147,153,13,13,0,0,8.167,10.2,0.026009349262013155,0.028611574854169573,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.196,0.203,0.0,0.0,0.031265,0.029024,1,mitm,0,Normal
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:49.006814,2025-02-13 16:39:49.506758,1739435989.006814,1739435989.506758,53.562486,54.06243,0.499945,10,13,650,796,65,64,65,52,65.0,61.231,10401.145,12737.402,130,120,13,12,13,0,13.0,9.231,0.05552800496419271,0.04163932800292969,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.769,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.001,0.493,0.0,0.0,0.000341,0.044981,1,mitm,0,Normal
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:39:49.013472,2025-02-13 16:39:49.511877,1739435989.013472,1739435989.511877,53.569144,54.067549,0.498406,10,13,650,796,65,64,65,52,65.0,61.231,10433.262,12776.733,130,120,13,12,13,0,13.0,9.231,0.05535589324103461,0.04151566823323568,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.769,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.001,0.494,0.0,0.0,0.000257,0.044688,1,mitm,0,Normal
02:42:c0:a8:00:2a,ff:ff:ff:ff:ff:ff,02:42:c0:a8:00:2a,ff:ff:ff:ff:ff:ff,,,ARP,2025-02-13 16:39:49.389582,2025-02-13 16:39:49.733235,1739435989.389582,1739435989.733235,53.945254,54.288907,0.343654,4,0,168,0,42,,42,,42.0,,3910.911,0.0,152,0,38,,38,,38.0,,0.11455098787943523,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:49.389614,2025-02-13 16:39:49.878279,1739435989.389614,1739435989.878279,53.945286,54.433951,0.488666,1,6,42,252,42,42,42,42,42.0,42.0,687.586,4125.518,38,228,38,38,38,38,38.0,38.0,,0.09467759132385253,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:49.400352,2025-02-13 16:39:49.856408,1739435989.400352,1739435989.856408,53.956024,54.41208,0.456057,4,7,257,439,65,65,64,52,64.25,62.714,4508.207,7700.79,49,75,13,13,12,0,12.25,10.714,0.14122796058654785,0.07600935300191243,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.857,0.0,0.0,0.0,0.0,250.5,250.143,0.0,0.0,0.0,0.408,0.0,0.0,0.000174,0.109751,1,mitm,1,mitm
02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:49.473580,2025-02-13 16:39:49.801987,1739435989.47358,1739435989.801987,54.029252,54.357659,0.328408,1,6,42,252,42,42,42,42,42.0,42.0,1023.117,6138.705,38,228,38,38,38,38,38.0,38.0,,0.06346340179443359,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:49.506911,2025-02-13 16:39:50.004106,1739435989.506911,1739435990.004106,54.062583,54.559778,0.497196,6,8,390,500,65,64,65,52,65.0,62.5,6275.191,8045.117,78,84,13,12,13,0,13.0,10.5,0.0005238056182861328,0.07102785791669573,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.875,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.001,0.494,0.0,0.0,0.000294,0.076859,1,mitm,1,mitm
02:42:c0:a8:00:15,02:42:c0:a8:00:2a,02:42:c0:a8:00:15,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:49.545598,2025-02-13 16:39:49.950178,1739435989.545598,1739435989.950178,54.10127,54.50585,0.404581,1,6,42,252,42,42,42,42,42.0,42.0,830.489,4982.934,38,228,38,38,38,38,38.0,38.0,,0.07624239921569824,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:39:49.552322,2025-02-13 16:39:49.552322,1739435989.552322,1739435989.552322,54.107994,54.107994,1e-06,0,1,0,52,,52,,52,,52.0,0.0,416000000.0,0,0,,0,,0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,251.0,,0.0,,,,,,,1,mitm,0,Normal
02:42:c0:a8:00:16,02:42:c0:a8:00:2a,02:42:c0:a8:00:16,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:49.733266,2025-02-13 16:39:49.914038,1739435989.733266,1739435989.914038,54.288938,54.46971,0.180773,1,6,42,252,42,42,42,42,42.0,42.0,1858.686,11152.119,38,228,38,38,38,38,38.0,38.0,,0.03146219253540039,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:2a,ff:ff:ff:ff:ff:ff,02:42:c0:a8:00:2a,ff:ff:ff:ff:ff:ff,,,ARP,2025-02-13 16:39:49.997650,2025-02-13 16:39:50.353110,1739435989.99765,1739435990.35311,54.553322,54.908782,0.355461,2,0,84,0,42,,42,,42.0,,1890.502,0.0,76,0,38,,38,,38.0,,0.35546016693115234,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:17,02:42:c0:a8:00:2a,02:42:c0:a8:00:17,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:49.997684,2025-02-13 16:39:50.262039,1739435989.997684,1739435990.262039,54.553356,54.817711,0.264356,1,8,42,336,42,42,42,42,42.0,42.0,1271.014,10168.109,38,304,38,38,38,38,38.0,38.0,,0.03619129317147391,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:50.016253,2025-02-13 16:39:50.432320,1739435990.016253,1739435990.43232,54.571925,54.987992,0.416068,1,3,64,193,64,65,64,64,64.0,64.333,1230.568,3710.931,12,37,12,13,12,12,12.0,12.333,,0.20803356170654297,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,251.0,250.333,0.0,0.0,,0.064,,0.064,,0.063928,1,mitm,1,mitm
02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.057284,2025-02-13 16:39:50.397849,1739435990.057284,1739435990.397849,54.612956,54.953521,0.340566,0,4,0,168,,42,,42,,42.0,0.0,3946.372,0,152,,38,,38,,38.0,,0.11352165540059407,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.149544,2025-02-13 16:39:50.486040,1739435990.149544,1739435990.48604,54.705216,55.041712,0.336497,0,4,0,168,,42,,42,,42.0,0.0,3994.091,0,152,,38,,38,,38.0,,0.11216537157694499,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:2a,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:50.208275,2025-02-13 16:39:50.416331,1739435990.208275,1739435990.416331,54.763947,54.972003,0.208057,0,2,0,128,,64,,64,,64.0,0.0,4921.729,0,24,,12,,12,,12.0,,0.20805597305297852,,64.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,251.0,,0.0,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:15,02:42:c0:a8:00:2a,02:42:c0:a8:00:15,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.217207,2025-02-13 16:39:50.574058,1739435990.217207,1739435990.574058,54.772879,55.12973,0.356852,0,4,0,168,,42,,42,,42.0,0.0,3766.266,0,152,,38,,38,,38.0,,0.11895036697387695,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:16,02:42:c0:a8:00:2a,02:42:c0:a8:00:16,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.297966,2025-02-13 16:39:50.649979,1739435990.297966,1739435990.649979,54.853638,55.205651,0.352014,0,4,0,168,,42,,42,,42.0,0.0,3818.029,0,152,,38,,38,,38.0,,0.11733770370483398,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:29,02:42:c0:a8:00:2a,02:42:c0:a8:00:29,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.353140,2025-02-13 16:39:50.686018,1739435990.35314,1739435990.686018,54.908812,55.24169,0.332879,1,10,42,420,42,42,42,42,42.0,42.0,1009.376,10093.762,38,380,38,38,38,38,38.0,38.0,,0.03525100813971625,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:17,02:42:c0:a8:00:2a,02:42:c0:a8:00:17,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.721391,2025-02-13 16:39:51.107376,1739435990.721391,1739435991.107376,55.277063,55.663048,0.385986,0,4,0,168,,42,,42,,42.0,0.0,3481.99,0,152,,38,,38,,38.0,,0.1286617120107015,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:2a,ff:ff:ff:ff:ff:ff,02:42:c0:a8:00:2a,ff:ff:ff:ff:ff:ff,,,ARP,2025-02-13 16:39:50.765553,2025-02-13 16:39:50.765553,1739435990.765553,1739435990.765553,55.321225,55.321225,1e-06,1,0,42,0,42,,42,,42.0,,336000000.0,0.0,38,0,38,,38,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:2a,02:42:c0:a8:00:2b,02:42:c0:a8:00:2a,02:42:c0:a8:00:2b,,,ARP,2025-02-13 16:39:50.765582,2025-02-13 16:39:51.149861,1739435990.765582,1739435991.149861,55.321254,55.705533,0.38428,12,1,504,42,42,42,42,42,42.0,42.0,10492.349,874.362,456,38,38,38,38,38,38.0,38.0,0.0328234542499889,,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,02:42:c0:a8:00:0b,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.829586,2025-02-13 16:39:50.830311,1739435990.829586,1739435990.830311,55.385258,55.385983,0.000726,0,2,0,84,,42,,42,,42.0,0.0,925580.441,0,76,,38,,38,,38.0,,0.0007250308990478516,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:2a,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:50.848353,2025-02-13 16:39:50.848353,1739435990.848353,1739435990.848353,55.404025,55.404025,1e-06,0,1,0,64,,64,,64,,64.0,0.0,512000000.0,0,12,,12,,12,,12.0,,,,64.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,251.0,,0.0,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,02:42:c0:a8:00:0c,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.897585,2025-02-13 16:39:50.898339,1739435990.897585,1739435990.898339,55.453257,55.454011,0.000755,0,2,0,84,,42,,42,,42.0,0.0,889927.178,0,76,,38,,38,,38.0,,0.0007541179656982422,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:15,02:42:c0:a8:00:2a,02:42:c0:a8:00:15,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:50.973243,2025-02-13 16:39:50.973893,1739435990.973243,1739435990.973893,55.528915,55.529565,0.000651,0,2,0,84,,42,,42,,42.0,0.0,1032370.584,0,76,,38,,38,,38.0,,0.0006499290466308594,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
02:42:c0:a8:00:16,02:42:c0:a8:00:2a,02:42:c0:a8:00:16,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:51.045267,2025-02-13 16:39:51.045849,1739435991.045267,1739435991.045849,55.600939,55.601521,0.000583,0,2,0,84,,42,,42,,42.0,0.0,1152698.697,0,76,,38,,38,,38.0,,0.0005819797515869141,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:51.072280,2025-02-13 16:39:51.264322,1739435991.07228,1739435991.264322,55.627952,55.819994,0.192043,1,2,64,129,64,65,64,64,64.0,64.5,2666.068,5373.793,12,25,12,13,12,12,12.0,12.5,,0.06402397155761719,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,251.0,250.0,0.0,0.0,,0.128,,0.128,,0.128018,1,mitm,1,mitm
02:42:c0:a8:00:29,02:42:c0:a8:00:2a,02:42:c0:a8:00:29,02:42:c0:a8:00:2a,,,ARP,2025-02-13 16:39:51.181368,2025-02-13 16:39:51.182128,1739435991.181368,1739435991.182128,55.73704,55.7378,0.000761,0,2,0,84,,42,,42,,42.0,0.0,883234.306,0,76,,38,,38,,38.0,,0.0007598400115966797,,,,,,,,,,,,,,,,,,,,,,,,,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:15/02:42:c0:a8:00:2a,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:51.680602,2025-02-13 16:39:52.133520,1739435991.680602,1739435992.13352,56.236274,56.689192,0.452919,11,14,715,872,65,64,65,52,65.0,62.286,12629.195,15402.319,143,144,13,12,13,0,13.0,10.286,0.041104888916015624,0.03481184519254244,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.857,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.051,0.064,0.0,0.0,0.018337,0.020482,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:15/02:42:c0:a8:00:2a,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:52.181622,2025-02-13 16:39:52.469133,1739435992.181622,1739435992.469133,56.737294,57.024805,0.287512,5,6,325,360,65,64,65,52,65.0,60.0,9043.105,10016.978,65,48,13,12,13,0,13.0,8.0,0.0420607328414917,0.057427167892456055,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.04,0.119,0.0,0.0,0.020174,0.041745,1,mitm,1,mitm
192.168.0.12,192.168.0.21,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,02:42:c0:a8:00:15/02:42:c0:a8:00:2a,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:39:52.350311,2025-02-13 16:39:52.769583,1739435992.350311,1739435992.769583,56.905983,57.325255,0.419273,9,12,585,744,65,64,65,52,65.0,62.0,11162.18,14196.003,117,120,13,12,13,0,13.0,10.0,0.0484752357006073,0.0380790883844549,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.833,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.045,0.104,0.0,0.0,0.01851,0.029659,1,mitm,1,mitm
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:52.740396,2025-02-13 16:39:53.172265,1739435992.740396,1739435993.172265,57.296068,57.727937,0.43187,6,8,374,502,65,65,52,52,62.333,62.75,6928.01,9299.094,62,62,13,13,0,0,10.333,7.75,0.08592281341552735,0.04952829224722726,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.833,0.625,0.0,0.0,0.0,0.0,250.333,250.0,0.0,0.0,0.128,0.288,0.0,0.0,0.032345,0.114326,1,mitm,1,mitm
192.168.0.12,192.168.0.21,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,02:42:c0:a8:00:15/02:42:c0:a8:00:2a,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:39:52.861878,2025-02-13 16:39:52.997316,1739435992.861878,1739435992.997316,57.41755,57.552988,0.135439,1,2,65,104,65,52,65,52,65.0,52.0,3839.368,6142.988,13,0,13,0,13,0,13.0,0.0,,0.09276580810546875,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,,0.135,,0.043,,0.089055,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:15/02:42:c0:a8:00:2a,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:52.866265,2025-02-13 16:39:53.257522,1739435992.866265,1739435993.257522,57.421937,57.813194,0.391258,3,6,195,360,65,64,65,52,65.0,60.0,3987.138,7360.871,39,48,13,12,13,0,13.0,8.0,0.1518779993057251,0.07817997932434081,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.12,0.184,0.0,0.0,0.040298,0.081025,1,mitm,1,mitm
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:2a/02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:39:53.248335,2025-02-13 16:39:53.685929,1739435993.248335,1739435993.685929,57.804007,58.241601,0.437595,10,13,632,787,65,65,52,52,63.2,60.538,11554.058,14387.727,100,87,13,13,0,0,10.0,6.692,0.048621575037638344,0.029025932153065998,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.538,0.0,0.0,0.0,0.0,250.0,250.077,0.0,0.0,0.188,0.224,0.0,0.0,0.055026,0.097618,1,mitm,1,mitm
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b/02:42:c0:a8:00:2a,02:42:c0:a8:00:15/02:42:c0:a8:00:2a,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:39:53.444331,2025-02-13 16:39:53.781821,1739435993.444331,1739435993.781821,58.000003,58.337493,0.337491,5,4,311,256,65,64,52,64,62.2,64.0,7372.047,6068.308,39,48,13,12,0,12,7.8,12.0,0.07112127542495728,0.1124120553334554,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.224,0.064,0.0,0.0,0.099395,0.032261,1,mitm,1,mitm
