sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
192.168.95.12,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.12,192.168.95.2,IPV4-TCP,2025-02-13 06:32:40.835920,2025-02-13 06:32:41.335459,1739399560.83592,1739399561.335459,2.069763,2.569302,0.49954,30,30,1935,1965,65,67,64,64,64.5,65.5,30988.516,31468.958,375,405,13,15,12,12,12.5,13.5,0.017214553109530746,0.017212826630164837,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.001,0.036,0.0,0.0,0.000324,0.01689
192.168.95.13,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.13,192.168.95.2,IPV4-TCP,2025-02-13 06:32:40.836508,2025-02-13 06:32:41.336212,1739399560.836508,1739399561.336212,2.070351,2.570055,0.499705,30,30,1935,1965,65,67,64,64,64.5,65.5,30978.284,31458.568,375,405,13,15,12,12,12.5,13.5,0.01722041491804452,0.017221138395112138,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.0,0.036,0.0,0.0,0.00031,0.01691
192.168.95.14,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.14,192.168.95.2,IPV4-TCP,2025-02-13 06:32:40.837087,2025-02-13 06:32:41.336240,1739399560.837087,1739399561.33624,2.07093,2.570083,0.499154,14,15,910,960,65,64,65,64,65.0,64.0,14584.673,15386.029,182,180,13,12,13,12,13.0,12.0,0.03562338535602276,0.03565379551478794,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.002,0.035,0.001,0.034,0.00104,0.034614
192.168.95.15,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.15,192.168.95.2,IPV4-TCP,2025-02-13 06:32:40.837985,2025-02-13 06:32:41.337435,1739399560.837985,1739399561.337435,2.071828,2.571278,0.499451,14,15,938,960,67,64,67,64,67.0,64.0,15024.498,15376.885,210,180,15,12,15,12,15.0,12.0,0.035619919116680436,0.03567499773842948,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.001,0.036,0.001,0.034,0.000929,0.034746
192.168.95.2,192.168.95.5,00:0c:29:e0:b6:b9,00:0c:29:07:f9:1e,192.168.95.2,192.168.95.5,IPV4-TCP,2025-02-13 06:32:40.916777,2025-02-13 06:32:41.369682,1739399560.916777,1739399561.369682,2.15062,2.603525,0.452906,23,34,1379,1888,87,64,52,52,59.957,55.529,24358.246,33349.07,135,72,35,12,0,0,5.87,2.118,0.02057704058560458,0.013724399335456617,64.0,64.0,1.0,0.824,0.0,0.0,0.217,0.147,0.261,0.176,0.261,0.176,0.0,0.0,7889.609,5341.529,0.0,0.0,0.001,0.051,0.0,0.0,0.000156,0.007449
192.168.95.14,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.14,192.168.95.2,IPV4-TCP,2025-02-13 06:32:41.337405,2025-02-13 06:32:41.830168,1739399561.337405,1739399561.830168,2.571248,3.064011,0.492764,15,14,975,896,65,64,65,64,65.0,64.0,15829.077,14546.516,195,168,13,12,13,12,13.0,12.0,0.035197360174996514,0.03518383319561298,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.001,0.035,0.001,0.034,0.000872,0.034326
192.168.95.15,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.15,192.168.95.2,IPV4-TCP,2025-02-13 06:32:41.338266,2025-02-13 06:32:41.830981,1739399561.338266,1739399561.830981,2.572109,3.064824,0.492716,15,14,1005,896,67,64,67,64,67.0,64.0,16317.713,14547.931,225,168,15,12,15,12,15.0,12.0,0.03519393716539655,0.035185777224027194,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.001,0.035,0.001,0.034,0.000804,0.03439
192.168.95.10,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.10,192.168.95.2,IPV4-TCP,2025-02-13 06:32:41.368825,2025-02-13 06:32:41.862181,1739399561.368825,1739399561.862181,2.602668,3.096024,0.493357,30,30,1935,1965,65,67,64,64,64.5,65.5,31376.874,31863.337,375,405,13,15,12,12,12.5,13.5,0.01699465718762628,0.01700296895257358,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.001,0.035,0.0,0.0,0.00042,0.016578
192.168.95.11,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.11,192.168.95.2,IPV4-TCP,2025-02-13 06:32:41.369705,2025-02-13 06:32:41.862859,1739399561.369705,1739399561.862859,2.603548,3.096702,0.493155,30,30,1935,1965,65,67,64,64,64.5,65.5,31389.722,31876.385,375,405,13,15,12,12,12.5,13.5,0.01699251964174468,0.01699662208557129,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.001,0.035,0.0,0.0,0.000323,0.016671
192.168.95.12,192.168.95.2,00:0c:29:4b:33:f1,00:0c:29:e0:b6:b9,192.168.95.12,192.168.95.2,IPV4-TCP,2025-02-13 06:32:41.370473,2025-02-13 06:32:41.863592,1739399561.370473,1739399561.863592,2.604316,3.097435,0.49312,30,30,1935,1965,65,67,64,64,64.5,65.5,31391.953,31878.65,375,405,13,15,12,12,12.5,13.5,0.016992207231192755,0.01699417212913776,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,457.0,0.0,0.0,0.0,0.036,0.0,0.0,0.000295,0.016699
